sr	ru	words	sr_id
Dao sam joj moju adresu.	Я дал ей свой адрес.	5	3391983
Dao sam mu nekoliko knjiga.	Я дал ему несколько книг.	5	664811
Daću ti sve što želiš.	Я дам тебе всё, что ты хочешь.	5	2797705
Devojke su ga uvek volele.	Девушки всегда его любили.	5	3268096
Disciplina je najvažniji deo uspeha.	Дисциплина - самая важная часть успеха.	5	5588876
Do Pariza ima 50 kilometara.	До Парижа 50 километров.	5	3391480
Doktore, ja se zovem Mutaz.	Доктор, меня зовут Мутаз.	5	3391450
Donesi mi malo hladne vode.	Принеси мне немного холодной воды.	5	3438896
Došao je oko četiri sata.	Он пришёл около четырёх часов.	5	885110
Drži se podalje od mene.	Держись от меня подальше.	5	3425939
Evo ključa od mog stana.	Вот ключ от моей квартиры.	5	5396828
Film počinje u deset sati.	Фильм начинается в десять часов.	5	3418913
Francuski je nastao od Latinskog.	Французский произошёл от латинского.	5	3341481
Fudbal je moj omiljeni sport.	Футбол - мой любимый вид спорта.	5	3311478
Gde mogu da kupim kartu?	Где я могу купить карту?	5	3424523
Gde moram da promenim voz?	Где мне нужно сделать пересадку?	5	3384581
Gde se mogu kupiti knjige?	Где можно купить книги?	5	4972449
Gde si bio u Japanu?	Где ты был в Японии?	5	3304894
Gde si kupila ovu haljinu?	Где ты купила это платье?	5	3313554
Gde si našao ovaj nož?	Где ты нашёл этот нож?	5	4782996
Gde si našla ovaj nož?	Где ты нашла этот нож?	5	4782999
Gde si pronašao ovaj nož?	Где ты нашёл этот нож?	5	4782998
Gde si pronašla ovaj nož?	Где ты нашла этот нож?	5	4783000
Gde si video ovu ženu?	Где ты видел эту женщину?	5	714519
Glasina se proširila celim gradom.	Слух распространился по всему городу.	5	4248670
Glavni grad Holandije je Amsterdam.	Столица Голландии - Амстердам.	5	3275992
Glavni grad Japana je Tokijo.	Столица Японии — Токио.	5	3440820
Glavni grad Norveške je Oslo.	Столица Норвегии — Осло.	5	3387058
Govori li Tom stvarno francuski?	Том действительно говорит по-французски?	5	4239775
Greškom sam uzeo tvoj kišobran.	Я по ошибке взял твой зонтик.	5	3425160
Hajde da napravimo neke slike.	Давай нарисуем какие-нибудь картинки.	5	4273269
Hajde da slušamo malo muzike.	Давай немного послушаем музыку.	5	3418554
Hajdemo na kuglanje neki dan.	Давайте как-нибудь сходим в боулинг.	5	4249194
Hoćemo u Boston i Čikago.	Мы хотим в Бостон и Чикаго.	5	6567922
Hoću da naučim da plivam.	Я хочу научиться плавать.	5	3392059
Hoću da otpevam jednu pesmu.	Я хочу спеть одну песню.	5	3365521
Hristos voskrese! - Vaistinu voskrese!	"Христос воскресе!" - "Воистину воскресе!"	5	3484256
Hvala ti što me voliš.	Спасибо, что ты меня любишь.	5	4971848
I mali uspeh je važan.	Даже небольшой успех важен.	5	5588839
I posle nas - potop.	После нас - хоть потоп.	5	3439321
Idem u kupovinu svakog jutra.	Я хожу за покупками каждое утро.	5	3284680
Igrali smo poker ceo dan.	Мы целый день играли в покер.	5	4781282
Igrali smo poker ceo dan.	Мы весь день играли в покер.	5	4781282
Imala sam mnogo loš dan.	У меня был очень плохой день.	5	4274699
Imali su samo jedno dete.	У них был только один ребёнок.	5	938880
Imam kod kuće dva papagaja.	У меня дома два попугая.	5	3347571
Imam mnogo knjiga o jezicima.	У меня много книг о языках.	5	3350456
Imam mnogo knjiga o jezicima.	У меня много книг про языки.	5	3350456
Imam nekoliko prijatelja iz Kanade.	У меня есть несколько друзей из Канады.	5	5035475
Imam važan zadatak za tebe.	У меня есть для тебя важное задание.	5	3411096
Imam veliku kolekciju poštanskih marki.	У меня большая коллекция почтовых марок.	5	3275326
Imamo dobre šanse za pobedu.	У нас хорошие шансы на победу.	5	5029232
Imao sam mnogo loš dan.	У меня был очень плохой день.	5	4274697
Imate li vremena sutra poslepodne?	У вас будет время завтра после обеда?	5	894070
Imaš izbor između dve mogućnosti.	У тебя есть выбор между двумя возможностями.	5	3484700
Imaš li neku drugu ideju?	У тебя есть какая-нибудь другая идея?	5	3370088
Imaš li više od 18?	Тебе больше 18?	5	3424999
Informisao se o svim činjenicama.	Он ознакомился со всеми фактами.	5	5397822
Internet nije tvoja lična armija.	Интернет — не твоя личная армия.	5	4248481
Internet nije tvoja lična armija.	Интернет не твоя личная армия.	5	4248481
Ispekao sam pitu od jabuka.	Я испёк яблочный пирог.	5	4240720
Italijenski je moj maternji jezik.	Итальянский — мой родной язык.	5	3314440
Izgleda mlad za svoje godine.	Он выглядит молодо для своих лет.	5	3371468
Izgubila je svoj novi sat.	Она потеряла свои новые часы.	5	3393877
Izgubio sam interes za golf.	Я потерял интерес к гольфу.	5	3298962
Izrael je veoma mala zemlja.	Израиль - очень маленькая страна.	5	3424529
Izvinite, ali to nije moguće.	Извините, но это невозможно.	5	3318077
Izvinite, ko je ova žena?	Простите, кто эта женщина?	5	488807
Izvinite, ko je ova žena?	Извините, кто эта женщина?	5	488807
Izvinite, mama nije sada kući.	Извините, мамы сейчас нет дома.	5	3281220
Ja moram da mnogo čitam.	Я должен много читать.	5	3424907
Ja sam kasno jutros ustao.	Сегодня утром я встал поздно.	5	3288400
Ja sam ostavio otvorena vrata.	Я оставил дверь открытой.	5	3313487
Ja sam platila za to.	Я за это заплатила.	5	5841845
Ja sam platio za to.	Я за это заплатил.	5	5841843
Ja sam protiv tog projekta.	Я против этого проекта.	5	3298728
Ja sam spreman, a ti?	Я готов, а ты?	5	3371753
Ja sam to objasnio Tomu.	Я объяснил это Тому.	5	3414389
Ja sam veliki obožavatelj fudbala.	Я большой поклонник футбола.	5	4972204
Ja se sada dobro osećam.	Сейчас я чувствую себя хорошо.	5	13395223
Ja znam gde je on.	Я знаю, где он.	5	3391945
Jabuka je na pisaćem stolu.	Яблоко на письменном столе.	5	3256228
Jabuka je pala sa drveta.	Яблоко упало с дерева.	5	3497858
Japan nije veliki poput Kanade.	Япония небольшая по сравнению с Канадой.	5	3365557
Je li ovo mesto zauzeto?	Это место занято?	5	7010403
Jedan automobil stoji ispred zgrade.	Перед зданием стоит автомобиль.	5	3267487
Jedite supu dok je vruća.	Ешьте суп, пока он горячий.	5	5024379
Jesi li ikada video jednog?	Ты когда-нибудь видел такого?	5	5024879
Jesi li ikada video jednu?	Ты когда-нибудь видел такую?	5	5024882
Jesi li rekao Tomu ovo?	Ты сказал это Тому?	5	4261933
Jesi li slobodna u nedelju?	Ты свободна в воскресенье?	5	4239891
Jesi li videla Tomovu sobu?	Ты видела комнату Тома?	5	5039797
Jesi li videla mog psa?	Ты видела мою собаку?	5	5002305
Jesi li video mog psa?	Ты видел мою собаку?	5	5002297
Jesu li mi crvene uši?	У меня красные уши?	5	4324621
Jesu li mi uši crvene?	У меня уши красные?	5	4324622
Jesu li ovo vaše torbe?	Это ваши сумки?	5	4324650
Jesu li to moje naočare?	Это мои очки?	5	4324643
Jesu li to nove cipele?	Это новые туфли?	5	4324646
Jezik je oštriji od mača.	Язык острее меча.	5	6137826
Jutro je mudrije od večeri.	Утро вечера мудренее.	5	6088174
Jutro je pametnije od večeri.	Утро вечера мудренее.	5	6088176
Juče sam pričao sa Tomom.	Вчера я разговаривал с Томом.	5	5034784
Juče sam razgovarao sa Tomom.	Вчера я разговаривал с Томом.	5	5034789
Juče uveče sam slušao radio.	Вчера вечером я слушал радио.	5	3477994
Kada ona odlazi u inostranstvo?	Когда она уезжает за границу?	5	3356153
Kada se vraćaš iz Nemačke?	Когда ты возвращаешься из Германии?	5	3439229
Kada si bio u Bostonu?	Когда ты был в Бостоне?	5	3357150
Kada si imao prvu ljubav?	Когда у тебя была первая любовь?	5	3370591
Kada ćeś biti na stanici?	Когда ты будешь на станции?	5	3251064
Kako mogu da mrzim Toma?	Как я могу ненавидеть Тома?	5	4449742
Kako mogu da se zaštitim?	Как я могу себя защитить?	5	5002289
Kako mogu da ti pomognem?	Как я могу тебе помочь?	5	3429765
Kako se zove ova ulica?	Как называется эта улица?	5	3311752
Kako se zove taj restoran?	Как называется тот ресторан?	5	5002757
Kako su Tom i Meri?	Как Том и Мэри?	5	4324653
Kako ti je ime oca?	Как зовут твоего отца?	5	3317295
Kakvu hranu voliš da kuvaš?	Какую еду ты любишь готовить?	5	4239896
Kao u stara lepa vremena.	Как в старые добрые времена.	5	6196055
Kiša je dobovala o prozor.	Дождь барабанил в окно.	5	3253815
Kiša je padala tri dana.	Дождь шёл три дня.	5	3305662
Kiša je prešla u sneg.	Дождь перешёл в снег.	5	3418839
Kiša je trajala tri dana.	Дождь продолжался три дня.	5	899412
Knjiga je pala na pod.	Книга упала на пол.	5	4967504
Knjige su moji najbolji prijatelji.	Книги - мои лучшие друзья.	5	923291
