sr	ru	words	top2000	sr_id
Pokazaću ti moj novi auto.	Я покажу тебе мою новую машину.	5	0	665290
Pokaži mi šta si kupio.	Покажи мне, что ты купил.	5	1	3366752
Pokušavam da osvojim njeno srce.	Я пытаюсь завоевать её сердце.	5	0	6885537
Policija je odbacila mogućnost samoubistva.	Полиция исключила возможность самоубийства.	5	0	5029227
Policija je uhapsila četiri muškarca.	Полиция арестовала четверых мужчин.	5	0	3644296
Ponekad igram s njom tenis.	Иногда я играю с ней в теннис.	5	0	1214507
Popeo sam se kroz prozor.	Я залез через окно.	5	0	3412937
Poslala sam mapu Tomu faksom.	Я отправила карту Тому по факсу.	5	0	4324245
Postoji mnogo galaksija u univerzumu.	Во Вселенной есть много галактик.	5	0	890855
Postoji mnogo galaksija u univerzumu.	Во Вселенной много галактик.	5	0	890855
Postoji mnogo tajni u životu.	В жизни много таинственного.	5	0	6583393
Postoji samo jedno moguće rešenje.	Есть только одно возможное решение.	5	0	12959286
Potreban mi je dobar rečnik.	Мне нужен хороший словарь.	5	0	4967419
Poučila nas je susedova greška.	Нас научила ошибка соседа.	5	0	1533423
Pozli mi kada vidim krv.	Мне становится плохо, когда я вижу кровь.	5	0	3366868
Poznajem čoveka koji govori latinski.	Я знаком с человеком, который говорит по-латински.	5	0	3384081
Poznajem čoveka koji govori latinski.	Я знакома с человеком, который говорит по-латински.	5	0	3384081
Poznajem čoveka koji govori latinski.	Я знаю человека, который говорит по-латински.	5	0	3384081
Počeo je da pada sneg.	Снег пошёл.	5	0	396695
Pravda je spora, ali dostižna.	Справедливость медленна, но достижима.	5	0	402888
Prestao sam sa jedenjsm mesa.	Я перестал есть мясо.	5	0	3298915
Prestar sam ja za ovo.	Я слишком стар для этого.	5	0	4781920
Prestara sam ja za ovo.	Я слишком старая для этого.	5	0	4781922
Pretplatila sam dva periodična izdanja.	Я подписался на два периодических издания.	5	0	1261857
Prevedi ove rečenice na engleski.	Переведи эти предложения на английский.	5	0	3311590
Prihvatam, ali pod jednim uslovom.	Я согласен, но при одном условии.	5	0	1073936
Prijateljev prijatelj je takođe prijatelj.	Друг друга - тоже друг.	5	0	1053605
Princeza je bila neopisivo lepa.	Принцесса была неописуемо красива.	5	0	1127260
Pričajte mi o svom učitelju.	Расскажите мне про своего учителя.	5	0	6536985
Problem je što je preskupo.	Проблема в том, что это слишком дорого.	5	0	665254
Proleteri svih zemalja, ujedinite se!	Пролетарии всех стран, соединяйтесь!	5	0	3445167
Pročitala sam obe ove knjige.	Я прочитала обе эти книги.	5	0	8877381
Pročitao sam obe ove knjige.	Я прочитал обе эти книги.	5	0	3298671
Ptica na krovu je vrana.	Птица на крыше - это ворона.	5	0	1127200
Pua je pevao u crkvi.	Пуа пел в церкви.	5	0	3281011
Puno sam mislila na tebe.	Я много думала о тебе.	5	1	800104
Puno sam mislio na tebe.	Я много думал о тебе.	5	1	800010
Putovao sam autobusom i kolima.	Я ездил на автобусе и на машине.	5	0	11073268
Radim svakoga dana osim nedelje.	Я работаю каждый день, кроме воскресенья.	5	0	1484529
Razlikujemo žive i nežive objekte.	Мы различаем живые и неживые объекты.	5	0	3374219
Razumem zašto si uradila to.	Я понимаю, почему ты это сделала.	5	1	8882159
Reci mi da nije istina.	Скажи мне, что это неправда.	5	1	4253849
Reci mi šta je ovo.	Скажи мне, что это.	5	1	4971947
Reci mi šta je ovo.	Скажи мне, что это такое.	5	1	4971947
Reci mi šta je to.	Скажи мне, что это.	5	1	4971953
Reci mi šta si napisala.	Скажи мне, что ты написала.	5	0	4261896
Reci mi šta si napisao.	Скажи мне, что ты написал.	5	1	4261895
Reci Tomu da sam spreman.	Скажи Тому, что я готов.	5	0	4781303
Reci Tomu da sam spremna.	Скажи Тому, что я готова.	5	0	4781305
Reka je preplavila celu oblast.	Река затопила целую область.	5	0	3248395
Reka je preplavila celu oblast.	Река затопила всю область.	5	0	3248395
Reka teče, ali kamenje ostaje.	Река течёт, а камни остаются.	5	0	5175032
Rekao si da si spreman.	Ты сказал, что готов.	5	1	5955216
Riba je dobra za tebe.	Рыба для тебя полезна.	5	0	4243481
Rim se nalazi u Italiji.	Рим расположен в Италии.	5	0	1457628
Sada je skoro tri sata.	Сейчас почти три часа.	5	1	3314408
Sada možeš da ideš kući.	Теперь можешь идти домой.	5	1	3425531
Sada možeš ići na spavanje.	Теперь можешь идти спать.	5	1	5594070
Sada sam u starom zamku.	Сейчас я в старом замке.	5	0	1214519
Sada sedim ispred mog računara.	Сейчас я сижу перед моим компьютером.	5	0	3435401
Sada treba da ideš kući.	Сейчас тебе нужно идти домой.	5	1	3359665
Sakrio sam se ispod stola.	Я спрятался под столом.	5	0	665379
Samo hoćemo da idemo kući.	Мы просто хотим пойти домой.	5	1	4273275
Samo životinjski proizvodi sadrže holesterol.	Только продукты животного происхождения содержат холестерин.	5	0	6974415
Sastanak je trajao dva sata.	Встреча продолжалась два часа.	5	0	3419099
Sedam minus četiri je tri.	Семь минус четыре — три.	5	0	3370914
Sedam minus četiri je tri.	Семь минус четыре будет три.	5	0	3370914
Sendvič bez pršute nije sendvič.	Бутерброд без ветчины — это не бутерброд.	5	0	396704
Siromašni seljani su jeli krompir.	Бедные крестьяне ели картошку.	5	0	3394888
Skrati vest do sto reči.	Сократи новость до ста слов.	5	0	1124627
Slobodno možeš da pitaš Toma.	Ты легко можешь спросить Тома.	5	0	5843292
Smatram da smo dobar tim.	Я думаю, что мы хорошая команда.	5	0	3213542
Sneg je beo i hladan.	Снег белый и холодный.	5	0	2135787
Sneg je padao celu noć.	Снег шёл всю ночь.	5	0	3371255
Sneg je padao celu noć.	Снег шёл целую ночь.	5	0	3371255
Sneg se topi u proleće.	Весной снег тает.	5	0	835326
Sneg se topi u proleće.	Снег тает весной.	5	0	10047203
Soba je bila puna ljudi.	Комната была полна людей.	5	0	3463563
Spajdermen je kul. Pauci nisu.	Человек-паук крутой. А пауки — нет.	5	0	397822
Spavanje na tepihu je super.	Спать на ковре — это класс.	5	0	465504
Srbi su stari slovenski narod.	Сербы - древний славянский народ.	5	0	1133795
Srećan rođendan, moj dragi prijatelju!	С днём рождения, мой дорогой друг!	5	1	3350449
Srušite,srušite zidove među narodima!	Разрушьте, разрушьте стены между народами!	5	0	884929
Stari prijatelj mi je bolestan.	Мой старый друг болен.	5	1	8882030
Stavite jaje u kipuću vodu.	Положите яйца в кипящую воду.	5	0	1047157
Stidim se lenjivosti mog sina.	Мне стыдно, что у меня такой ленивый сын.	5	0	3327899
Stotine ptica su na jezeru.	На озере сотни птиц.	5	0	1048541
Studirao sam Francuski četiri godine.	Я изучал французский четыре года.	5	0	3334417
Stvarno mi je žao Toma.	Мне действительно жаль Тома.	5	0	5842018
Sudbina mu je bila naklonjena.	Судьба была к нему благосклонна.	5	0	7003501
Sunce je pozlatilo njenu kosu.	Солнце позолотило её волосы.	5	0	1261871
Sunce je Zemlji najbliža zvezda.	Солнце - ближайшая к Земле звезда.	5	0	1261879
Sutra je nedelja, zar ne?	Завтра же воскресенье?	5	1	13690405
Sutra sam ceo dan kući.	Завтра я весь день дома.	5	1	5843359
Sutra sam ceo dan kući.	Завтра я целый день дома.	5	1	5843359
Sutra sam kući ceo dan.	Завтра я весь день дома.	5	1	5843360
Sutra ću ići u prodavnicu.	Завтра я пойду в магазин.	5	0	3287645
Sutra ću poći u Pariz.	Завтра я поеду в Париж.	5	0	1111657
Sutra ću ti to dati.	Завтра я тебе это дам.	5	1	3424546
Svako druge prema sebi meri.	Каждый других по себе мерит.	5	1	1135330
Svakog dana idem na posao.	Я каждый день хожу на работу.	5	1	1243590
Svakog dana ustajem u sedam.	Я каждый день встаю в семь.	5	0	3395124
Sve njegove rečenice su kratke.	Все его предложения короткие.	5	0	11177976
Sve ove knjige su moje.	Все эти книги мои.	5	1	3485473
Sve se dešava s razlogom.	На всё есть своя причина.	5	0	5848242
Sve se dešava s razlogom.	Всё происходит по причине.	5	0	5848242
Sve vidiš u crnim bojama.	Ты всё видишь в чёрном цвете.	5	0	4245998
Sve će biti u redu.	Всё будет хорошо.	5	1	10049473
Sveska nije tvoja, njegova je.	Тетрадь не твоя, а его.	5	0	469625
Svi govore dobro o njoj.	Все говорят о ней хорошо.	5	1	938344
